id,url,ja,zh_cn,zh_tw,en,translate,note,source
ee,https://www.busfan.club/genre/ee,エロス,性爱,エロス,エロス,爱的感觉,根据第二意项'純な友情および真善美への努力の象徴'的意译,javbus;javlib
fc,https://www.busfan.club/genre/fc,オタク,,オタク,オタク,御宅族,,javbus
dx,https://www.busfan.club/genre/dx,オナサポ,,オナサポ,オナサポ,手淫,,javbus
h,https://www.busfan.club/genre/h,オナニー,自慰,自慰,Masturbation,自慰,,avsox;jav321;javbus;javlib
uncensored-59,https://www.busfan.club/uncensored/genre/59,オフィス,办公室,辦公室,office,辦公室,,avsox;javbus
azbq,https://www.b49t.com/cn/vl_genre.php?g=azbq,オムニバス,综合短篇,綜合短篇,Omnibus,综合短篇,,javlib
2e,https://www.busfan.club/genre/2e,カップル,情侣,情侶,Couple,情侣,,jav321;javbus;javlib
uncensored-1dg,https://www.busfan.club/uncensored/genre/1dg,カラオケルーム,KTV,KTV,Karaoke room,KTV,,avsox;javbus
ayla,https://www.b49t.com/cn/vl_genre.php?g=ayla,カルチャー,文化,文化,Culture,文化,,javlib
uncensored-2g,https://www.busfan.club/uncensored/genre/2g,カーセックス,车震,車震,カーセックス,車震,,avsox;jav321;javbus;javlib
6v,https://www.busfan.club/genre/6v,キス・接吻,接吻,キス・接吻,Kiss Kiss,接吻,,jav321;javbus;javlib
uncensored-h1,https://www.busfan.club/uncensored/genre/h1,キッチン,厨房,廚房,キッチン,廚房,,avsox;javbus
uncensored-12r,https://www.busfan.club/uncensored/genre/12r,キャスター・女子アナ等,播音员,播音員,announcer,播音員,,avsox;javbus
uncensored-ad,https://www.busfan.club/uncensored/genre/ad,キャバ嬢,礼仪小姐,小姐,キャバ嬢,小姐,,avsox;javbus;javlib
23,https://www.busfan.club/genre/23,キャバ嬢・風俗嬢,妓女,妓女,Club Hostess & Sex Worker,妓女,,jav321;javbus
uncensored-gre041,https://www.busfan.club/uncensored/genre/gre041,キャリアウーマン,职员,職員,キャリアウーマン,職員,,avsox;javbus
1v,https://www.busfan.club/genre/1v,キャンギャル,展场女孩,展場女孩,Campaign Girl,展场女孩,,jav321;javbus;javlib
7y,https://www.busfan.club/genre/7y,ギャグ・コメディ,堵嘴·喜剧,堵嘴·喜劇,Gag·Comedy,堵嘴·喜剧,,javbus
uncensored-3,https://www.busfan.club/uncensored/genre/3,ギャル,辣妹,辣妹,ギャル,辣妹,,avsox;jav321;javbus;javlib
uncensored-gre097,https://www.busfan.club/uncensored/genre/gre097,ギャル系,深肤色,深膚色,Gal,深膚色,,avsox;javbus
3u,https://www.busfan.club/genre/3u,ギリモザ,薄马赛克,薄馬賽克,Minimal Mosaic,薄码,,jav321;javbus;javlib
36,https://www.busfan.club/genre/36,クスコ,鸭嘴,鴨嘴,Gyno Exam,鸭嘴,,avsox;jav321;javbus;javlib
uncensored-gre130,https://www.busfan.club/uncensored/genre/gre130,クスコ膣内見せ,阴道观察,陰道觀察,speculum,陰道觀察,,avsox;javbus
uncensored-10p,https://www.busfan.club/uncensored/genre/10p,クスコ開帳,阴道扩张,陰道擴張,クスコ開帳,陰道擴張,,avsox;javbus
3j,https://www.busfan.club/genre/3j,クラシック,经典,經典,Classics,经典,,jav321;javbus;javlib
uncensored-1b4,https://www.busfan.club/uncensored/genre/1b4,クルクル巻髪,卷发,捲髮,Curly Hair,捲髮,,avsox;javbus
a5aq,https://www.b49t.com/cn/vl_genre.php?g=a5aq,クロマキー,去背影片,去背影片,Chroma Key,去背影片,,javlib
3q,https://www.busfan.club/genre/3q,クンニ,舔阴,舔陰,Cunnilingus,舔阴,,avsox;jav321;javbus;javlib
a5ka,https://www.b49t.com/cn/vl_genre.php?g=a5ka,グラビア,写真偶像,寫真偶像,Gravure,写真偶像,,javlib
aqya,https://www.b49t.com/cn/vl_genre.php?g=aqya,ゲイ,男同性恋,男同性戀,Gay,男同性恋,,javlib
2r,https://www.busfan.club/genre/2r,ゲイ・ホモ,男同性恋,男同性恋,Gay,男同性恋,,jav321;javbus
5g,https://www.busfan.club/genre/5g,ゲロ,呕吐,嘔吐,Vomit,呕吐,,jav321;javbus
6c,https://www.busfan.club/genre/6c,ゲーム実写版,游戏的真人版,遊戲的真人版,Live Game Filming Edition,游戏真人版,,jav321;javbus
aqsa,https://www.b49t.com/cn/vl_genre.php?g=aqsa,コギャル,年轻女孩,年輕女孩,Young Gals,年轻女孩,,javlib
1,https://www.busfan.club/genre/1,コスプレ,角色扮演,角色扮演,Cosplay,Cosplay,,avsox;jav321;javbus;javlib
arja,https://www.b49t.com/cn/vl_genre.php?g=arja,コスプレイヤー,角色扮演者,角色扮演者,Cosplayers,角色扮演者,,javlib
a4wq,https://www.b49t.com/cn/vl_genre.php?g=a4wq,コスプレ衣装,COSPLAY服饰,COSPLAY服飾,Cosplay Costumes,COSPLAY服饰,,javlib
7v,https://www.busfan.club/genre/7v,コミック雑誌,,コミック雑誌,コミック雑誌,漫画杂志,,javbus
azaa,https://www.b49t.com/cn/vl_genre.php?g=azaa,コメディー,喜剧,喜劇,Comedy,喜剧,,javlib
60,https://www.busfan.club/genre/60,コラボ作品,合作作品,合作作品,Collaboration work,合作作品,,jav321;javbus
58,https://www.busfan.club/genre/58,コンパニオン,伴侣,伴侶,Hostess,伴侣,,jav321;javbus;javlib
uncensored-rk,https://www.busfan.club/uncensored/genre/rk,コンビニ,便利店,便利店,コンビニ,便利店,,avsox;javbus
uncensored-88,https://www.busfan.club/uncensored/genre/88,コート,大衣,大衣,コート,大衣,,avsox;javbus
6b,https://www.busfan.club/genre/6b,ゴシックロリータ,哥德萝莉,哥德蘿莉,GothLoli,哥特萝莉,,javbus
a4za,https://www.b49t.com/cn/vl_genre.php?g=a4za,ゴスロリ,歌德萝莉,歌德蘿莉,Lolita Gothic,歌德萝莉,,javlib
a4vq,https://www.b49t.com/cn/vl_genre.php?g=a4vq,サイコ、スリラー,心理、惊悚片,心理、驚悚片,"Psycho, Thriller",心理、惊悚片,,javlib
fa,https://www.busfan.club/genre/fa,サイコ・スリラー,,サイコ・スリラー,サイコ・スリラー,心理惊悚片,,javbus
a4rq,https://www.b49t.com/cn/vl_genre.php?g=a4rq,サスペンス,悬疑,懸疑,Suspense,悬疑,,javlib
f9,https://www.busfan.club/genre/f9,サンプル動画,,サンプル動画,サンプル動画,示例影片,,javbus
a5aa,https://www.b49t.com/cn/vl_genre.php?g=a5aa,シスター,修女,修女,Nun,修女,,javlib
2h,https://www.busfan.club/genre/2h,シックスナイン,69,69,69,69,,jav321;javbus;javlib
arha,https://www.b49t.com/cn/vl_genre.php?g=arha,シミュレーション,模拟,模擬,Simulation,模拟,,javlib
uncensored-3q,https://www.busfan.club/uncensored/genre/3q,シャワー,淋浴,淋浴,シャワー,淋浴,,avsox;javbus;javlib
4y,https://www.busfan.club/genre/4y,ショタ,正太控,正太控,Shotacon,正太控,,jav321;javbus;javlib
uncensored-17h,https://www.busfan.club/uncensored/genre/17h,ジーンズ,牛仔裤,牛仔褲,ジーンズ,牛仔褲,,avsox;javbus
1a,https://www.busfan.club/genre/1a,スカトロ,粪便,糞便,Scat,粪便,,jav321;javbus;javlib
na,https://www.b49t.com/cn/vl_genre.php?g=na,スクール水着,学校泳装,學校泳裝,School Swimsuit,学校泳装,,javlib
uncensored-3y,https://www.busfan.club/uncensored/genre/3y,スタイル抜群,风格出众,風格出眾,スタイル抜群,風格出眾,,avsox;javbus
uncensored-mr,https://www.busfan.club/uncensored/genre/mr,スタッフ,工作人员,工作人員,スタッフ,工作人員,,avsox;javbus
2l,https://www.busfan.club/genre/2l,スチュワーデス,空中小姐,空中小姐,Stewardess,空姐,,jav321;javbus;javlib
uncensored-gre050,https://www.busfan.club/uncensored/genre/gre050,ストッキング,连裤袜,連褲襪,ストッキング,連褲襪,,avsox;javbus
uncensored-e5,https://www.busfan.club/uncensored/genre/e5,ストレス,压力,壓力,ストレス,壓力,,avsox;javbus
e8,https://www.busfan.club/genre/e8,スパンキング,打屁股,スパンキング,スパンキング,打屁股,,avsox;javbus
4d,https://www.busfan.club/genre/4d,スポーツ,运动,運動,Sports,运动,,jav321;javbus;javlib
77,https://www.busfan.club/genre/77,スマホ専用縦動画,,スマホ専用縦動画,Special Smartphone Vertical Video,手机视频,,javbus
81,https://www.busfan.club/genre/81,スマホ推奨縦動画,为智能手机推荐垂直视频,為智能手機推薦垂直視頻,Recommended vertical video for smartphone,手机视频,,jav321;javbus
1f,https://www.busfan.club/genre/1f,スレンダー,苗条,苗條,Slender,苗条,,avsox;jav321;javbus;javlib
e9,https://www.busfan.club/genre/e9,スワッピング・夫婦交換,,スワッピング・夫婦交換,スワッピング・夫婦交換,交换伴侣,或者'易内'，但是感觉不是那么好理解,javbus
uncensored-gre060,https://www.busfan.club/uncensored/genre/gre060,スーツ,套装,套裝,スーツ,套裝,,avsox;javbus
eh,https://www.busfan.club/genre/eh,セクシー,性感的,セクシー,セクシー,性感,,avsox;jav321;javbus;javlib
uncensored-gre058,https://www.busfan.club/uncensored/genre/gre058,セクシーランジェリー,情趣内衣,情趣內衣,セクシーランジェリー,情趣內衣,,avsox;javbus
82,https://www.busfan.club/genre/82,セット商品,设置项目,設置項目,Set items,设置项目,TODO,javbus
uncensored-7z,https://www.busfan.club/uncensored/genre/7z,セフレ,性伴侣,性伴侶,セフレ,性伴侶,,avsox;javbus
eo,https://www.busfan.club/genre/eo,セレブ,明星,セレブ,セレブ,名流,,avsox;javbus
uncensored-vx,https://www.busfan.club/uncensored/genre/vx,セーター,毛衣,毛衣,セーター,毛衣,,avsox;javbus
m,https://www.busfan.club/genre/m,セーラー服,水手服,水手服,Sailor Uniform,水手服,,avsox;jav321;javbus;javlib
uncensored-gre147,https://www.busfan.club/uncensored/genre/gre147,ソファ,沙发,沙發,ソファ,沙發,,avsox;javbus
uncensored-gre148,https://www.busfan.club/uncensored/genre/gre148,ソープ,浴室,浴室,ソープ,浴室,,avsox;javbus
a4qq,https://www.b49t.com/cn/vl_genre.php?g=a4qq,タッチタイピング,触摸打字,觸摸打字,Touch Typing,触摸打字,,javlib
uncensored-gre115,https://www.busfan.club/uncensored/genre/gre115,タマ舐め,舔蛋蛋,舔蛋蛋,タマ舐め,舔蛋蛋,,avsox;javbus
uncensored-u4,https://www.busfan.club/uncensored/genre/u4,タレント,天赋,高手,タレント,高手,,avsox;javbus;javlib
3c,https://www.busfan.club/genre/3c,ダンス,跳舞,跳舞,Dance,跳舞,,jav321;javbus;javlib
85,https://www.busfan.club/genre/85,ダーク系,黑暗系统,黑暗系統,Dark system,黑暗系统,,jav321;javbus;javlib
f2,https://www.busfan.club/genre/f2,チアガール,,チアガール,チアガール,啦啦队女孩,,javbus
uncensored-1d3,https://www.busfan.club/uncensored/genre/1d3,チアリーダー,啦啦队,啦啦隊,Chearleaders,啦啦隊,,avsox;javbus
k,https://www.busfan.club/genre/k,チャイナドレス,旗袍,旗袍,Chinese Dress,旗袍,,jav321;javbus;javlib
57,https://www.busfan.club/genre/57,ツンデレ,蛮横娇羞,蠻橫嬌羞,TSUNDERE,蛮横娇羞,,jav321;javbus;javlib
uncensored-gre137,https://www.busfan.club/uncensored/genre/gre137,テレフォンセックス,电话,電話,テレフォンセックス,電話,,avsox;javbus
uncensored-x4,https://www.busfan.club/uncensored/genre/x4,テーブル,桌子,桌子,テーブル,桌子,,avsox;javbus
ew,https://www.busfan.club/genre/ew,ディルド,假阳具,ディルド,ディルド,假阳具,,avsox;javbus
6o,https://www.busfan.club/genre/6o,デカチン・巨根,巨根,デカチン・巨根,Huge Dick - Large Dick,巨根,,jav321;javbus
uncensored-gre080,https://www.busfan.club/uncensored/genre/gre080,デカマラ,巨大阳具,巨大陽具,デカマラ,巨大陽具,,avsox;javbus
31,https://www.busfan.club/genre/31,デジモ,数位马赛克,數位馬賽克,Digital Mosaic,数位马赛克,有码分类下面还有不带马赛克的吗？删掉这个标签,jav321;javbus;javlib
aylq,https://www.b49t.com/cn/vl_genre.php?g=aylq,デビュー作,首次亮相,首次亮相,Debut,首次亮相,,javlib
33,https://www.busfan.club/genre/33,デビュー作品,首次亮相,首次亮相,Debut,首次亮相,,jav321;javbus;javlib
uncensored-3r,https://www.busfan.club/uncensored/genre/3r,デリヘル嬢,视讯小姐,視訊小姐,デリヘル嬢,視訊小姐,,avsox;javbus
e5,https://www.busfan.club/genre/e5,デート,约会,デート,デート,约会,,avsox;javbus
uncensored-gre149,https://www.busfan.club/uncensored/genre/gre149,トイレ,厕所,廁所,トイレ,廁所,,avsox;javbus
uncensored-gre133,https://www.busfan.club/uncensored/genre/gre133,ドM,受虐,受虐,ドM,受虐,,avsox;javbus
2n,https://www.busfan.club/genre/2n,ドキュメンタリー,纪录片,纪录片,Documentary,纪录片,,jav321;javbus
arda,https://www.b49t.com/cn/vl_genre.php?g=arda,ドキュメント,纪录片,紀錄片,Documentary,纪录片,,javlib
uncensored-gre006,https://www.busfan.club/uncensored/genre/gre006,ドキュメント/実録,实拍,實拍,ドキュメント/実録,實拍,,avsox;javbus
uncensored-m3,https://www.busfan.club/uncensored/genre/m3,ドッキリ,恶作剧,惡作劇,ドッキリ,惡作劇,,avsox;javbus
1l,https://www.busfan.club/genre/1l,ドラッグ,药物,藥物,Drugs,药物,,jav321;javbus;javlib
4u,https://www.busfan.club/genre/4u,ドラマ,戏剧,戲劇,Drama,戏剧,,jav321;javbus;javlib
uncensored-gre004,https://www.busfan.club/uncensored/genre/gre004,ドラマ・ストーリー,剧情,劇情,Drama,劇情,,avsox;javbus
uncensored-f8,https://www.busfan.club/uncensored/genre/f8,ドレス,晚礼服,晚禮服,ドレス,晚禮服,,avsox;javbus
5b,https://www.busfan.club/genre/5b,ドール,娃娃,娃娃,Doll,娃娃,,jav321;javbus;javlib
uncensored-w,https://www.busfan.club/uncensored/genre/w,ナンパ,搭讪,搭訕,ナンパ,搭訕,,avsox;jav321;javbus;javlib
2g,https://www.busfan.club/genre/2g,ニューハーフ,变性者,變性者,Transsexual,变性人,,avsox;jav321;javbus;javlib
5c,https://www.busfan.club/genre/5c,ニーソックス,及膝袜,及膝襪,Knee-High Socks,及膝袜,,jav321;javbus;javlib
aqha,https://www.b49t.com/cn/vl_genre.php?g=aqha,ネコミミ,猫耳女,貓耳女,Catgirl,猫耳女,,javlib
4n,https://www.busfan.club/genre/4n,ネコミミ・獣系,猫耳女,貓耳女,Animal Ears,猫耳女,,jav321;javbus
uncensored-1dd,https://www.busfan.club/uncensored/genre/1dd,ネコ目美人,猫眼,貓眼,Cat's Eyes,貓眼,,avsox;javbus
en,https://www.busfan.club/genre/en,ノーパン,不穿内裤,ノーパン,ノーパン,不穿内裤,,avsox;javbus
ej,https://www.busfan.club/genre/ej,ノーブラ,不戴胸罩,ノーブラ,ノーブラ,不戴胸罩,,avsox;javbus
a5lq,https://www.b49t.com/cn/vl_genre.php?g=a5lq,ノーマル,正常,正常,Normal,正常,,javlib
e0,https://www.busfan.club/genre/e0,ハイクオリティVR,,ハイクオリティVR,ハイクオリティVR,高品质VR,,javbus
4o,https://www.busfan.club/genre/4o,ハイビジョン,高清,高畫質,Hi-Def,ハイビジョン,,jav321;javbus
a4ta,https://www.b49t.com/cn/vl_genre.php?g=a4ta,ハットタイプ,帽型,帽型,Hat Type,帽型,,javlib
1g,https://www.busfan.club/genre/1g,ハメ撮り,第一人称摄影,第一人稱攝影,POV,第一人称摄影,,avsox;jav321;javbus;javlib
uncensored-gre105,https://www.busfan.club/uncensored/genre/gre105,ハード系,打飞机,打飛機,ハード系,打飛機,,avsox;javbus
uncensored-1dp,https://www.busfan.club/uncensored/genre/1dp,ハーフ美女,混血,混血,Mixed Race,混血,,avsox;javbus
6s,https://www.busfan.club/genre/6s,ハーレム,后宫,ハーレム,ハーレム,后宫,,jav321;javbus
6,https://www.busfan.club/genre/6,バイブ,振动,按摩棒,Vibrator,按摩棒,,avsox;jav321;javbus;javlib
uncensored-o8,https://www.busfan.club/uncensored/genre/o8,バス,公交车,公交車,バス,公交車,,avsox;javbus
2o,https://www.busfan.club/genre/2o,バスガイド,车掌小姐,車掌小姐,Bus Tour Guide,车掌小姐,,jav321;javbus;javlib
ed,https://www.busfan.club/genre/ed,バック,后入,バック,バック,后入式,,avsox;javbus
uncensored-v4,https://www.busfan.club/uncensored/genre/v4,バック中出し,后入内射,後入內射,Creampie-doggy,後入內射,,avsox;javbus
4p,https://www.busfan.club/genre/4p,バニーガール,兔女郎,兔女郎,Bunny Girl,兔女郎,,jav321;javbus;javlib
1s,https://www.busfan.club/genre/1s,パイズリ,乳交,乳交,Titty Fuck,乳交,,avsox;jav321;javbus;javlib
22,https://www.busfan.club/genre/22,パイパン,无毛,無毛,Shaved Pussy,无毛,,avsox;jav321;javbus;javlib
uncensored-14,https://www.busfan.club/uncensored/genre/14,パジャマ,睡衣,睡衣,パジャマ,睡衣,,avsox;javbus
2j,https://www.busfan.club/genre/2j,パラダイスTV,,天堂TV,Paradise TV,,JavBus把发行商'パラダイステレビ'翻译为天堂TV。你这还不如不要翻译,javbus
a4pq,https://www.b49t.com/cn/vl_genre.php?g=a4pq,パロディ,滑稽模仿,滑稽模仿,Parody,滑稽模仿,,javlib
28,https://www.busfan.club/genre/28,パンスト,连裤袜,連褲襪,Pantyhose,连裤袜,,jav321;javbus;javlib
uncensored-117,https://www.busfan.club/uncensored/genre/117,パンスト破き・切り,扯破连裤袜,扯破連褲襪,tearing pantyhose,扯破連褲襪,,avsox;javbus
50,https://www.busfan.club/genre/50,パンチラ,内衣,內衣,Panty Shot,内衣,,avsox;jav321;javbus;javlib
uncensored-gre057,https://www.busfan.club/uncensored/genre/gre057,ビキニ,比基尼,比基尼,ビキニ,比基尼,,avsox;javbus
f1,https://www.busfan.club/genre/f1,ビジネススーツ,,ビジネススーツ,ビジネススーツ,职业装,,javbus
7t,https://www.busfan.club/genre/7t,ビッチ,,ビッチ,ビッチ,bitch,这个词感觉用英文比较达意,javbus
uncensored-ui,https://www.busfan.club/uncensored/genre/ui,ピチピチ,鬼混,鬼混,ピチピチ,鬼混,,avsox;javbus
7z,https://www.busfan.club/genre/7z,ファンタジー,,幻想,Fantasy,幻想,,javbus
6p,https://www.busfan.club/genre/6p,ファン感謝・訪問,粉丝感谢,ファン感謝・訪問,Fan Appreciation/ Home Visit,感谢祭,,jav321;javbus;javlib
3l,https://www.busfan.club/genre/3l,フィスト,拳交,拳交,Fisting,拳交,,jav321;javbus;javlib
uncensored-bd,https://www.busfan.club/uncensored/genre/bd,フェチ,恋物癖,戀物癖,フェチ,戀物癖,,avsox;javbus;javlib
1o,https://www.busfan.club/genre/1o,フェラ,口交,口交,Blowjob,口交,,avsox;jav321;javbus;javlib
a5mq,https://www.b49t.com/cn/vl_genre.php?g=a5mq,フランス,法国,法國,France,法国,,javlib
a5dq,https://www.b49t.com/cn/vl_genre.php?g=a5dq,フリーター,飞特族,飛特族,Freeter,飞特族,,javlib
uncensored-gre153,https://www.busfan.club/uncensored/genre/gre153,ブルマ,运动短裤,ブルマ,ブルマ,ブルマ,,javbus;javlib
uncensored-gre159,https://www.busfan.club/uncensored/genre/gre159,ブレザー,西装,西裝,Blazer,西裝,,javbus;javlib
uncensored-3a,https://www.busfan.club/uncensored/genre/3a,プール,游泳池,游泳池,プール,游泳池,,avsox;javbus
e1,https://www.busfan.club/genre/e1,ヘルス・ソープ,泡沫浴,ヘルス・ソープ,ヘルス・ソープ,保健皂,,javbus;javlib
uncensored-gre143,https://www.busfan.club/uncensored/genre/gre143,ベスト、総集編,精选、综合,最佳合集,ベスト、総集編,最佳合集,,avsox;javbus;javlib
2,https://www.busfan.club/genre/2,ベスト・総集編,合集,合集,Compilation,合集,,jav321;javbus
uncensored-103,https://www.busfan.club/uncensored/genre/103,ベッド,床,床,ベッド,床,,avsox;javbus
uncensored-140,https://www.busfan.club/uncensored/genre/140,ベランダ,阳台,陽台,Porch,陽台,,avsox;javbus
uncensored-gre063,https://www.busfan.club/uncensored/genre/gre063,ペニパン,阳具腰带,陽具腰帶,ペニパン,陽具腰帶,,avsox;javbus
e2,https://www.busfan.club/genre/e2,ホテル,酒店,ホテル,ホテル,旅馆,,avsox;javbus
5z,https://www.busfan.club/genre/5z,ホラー,恐怖,恐怖,Horror,恐怖,,jav321;javbus;javlib
1w,https://www.busfan.club/genre/1w,ボディコン,身体意识,身體意識,Tight Dress,身体意识,,jav321;javbus;javlib
d,https://www.busfan.club/genre/d,ボンテージ,紧缚,緊縛,Bondage,紧缚,,avsox;jav321;javbus;javlib
7j,https://www.busfan.club/genre/7j,ボーイズラブ,耽美,ボーイズラブ,BL,耽美,,jav321;javbus
4c,https://www.busfan.club/genre/4c,ポルチオ,子宫颈,子宮頸,G-Spot,子宫颈,,jav321;javbus;javlib
uncensored-hm,https://www.busfan.club/uncensored/genre/hm,マイクロビキニ,极小比基尼,極小比基尼,マイクロビキニ,極小比基尼,,avsox;javbus
45,https://www.busfan.club/genre/45,マッサージ,按摩,按摩,Massage,按摩,,avsox;jav321;javbus;javlib
uncensored-gre036,https://www.busfan.club/uncensored/genre/gre036,ママ,妈妈,媽媽,ママ,媽媽,,avsox;javbus
f3,https://www.busfan.club/genre/f3,ママ友,,ママ友,ママ友,妈妈的朋友,,javbus
uncensored-gre101,https://www.busfan.club/uncensored/genre/gre101,マングリ返し,打桩机,打樁機,マングリ返し,打樁機,,avsox;javbus
uncensored-11l,https://www.busfan.club/uncensored/genre/11l,マンコ2本挿し,插两根,插兩根,two cocks in one pussy,插兩根,,avsox;javbus
uncensored-122,https://www.busfan.club/uncensored/genre/122,マンコに食物入れ,阴道放入食物,陰道放入食物,food in pussy,陰道放入食物,,avsox;javbus
uncensored-11a,https://www.busfan.club/uncensored/genre/11a,マンコぶっかけ,射在外阴,射在外陰,Pussy Bukkake,射在外陰,,avsox;javbus
uncensored-gre009,https://www.busfan.club/uncensored/genre/gre009,マンネリ,淫荡,淫蕩,マンネリ,淫蕩,,avsox;javbus
uncensored-gre117,https://www.busfan.club/uncensored/genre/gre117,マン屁,阴屁,陰屁,マン屁,陰屁,,avsox;javbus
i,https://www.busfan.club/genre/i,ミニスカ,迷你裙,迷你裙,Miniskirt,迷你裙,,jav321;javbus;javlib
uncensored-1bx,https://www.busfan.club/uncensored/genre/1bx,ミニスカポリス,迷你裙警察,警察,Police,警察,,avsox;jav321;javbus;javlib
uncensored-gre059,https://www.busfan.club/uncensored/genre/gre059,ミニスカート,超短裙,迷你裙,ミニスカート,迷你裙,,avsox;javbus;javlib
83,https://www.busfan.club/genre/83,ミニ系,迷你系列,迷你係列,Mini series,迷你系列,,jav321;javbus;javlib
3k,https://www.busfan.club/genre/3k,ミニ系・小柄,娇小的,嬌小的,Short & Petite,娇小的,,javbus
uncensored-13,https://www.busfan.club/uncensored/genre/13,メイド,女仆,女僕,Maid,女僕,,avsox;jav321;javbus;javlib
34,https://www.busfan.club/genre/34,モデル,模特儿,模特兒,Model,模特,,jav321;javbus;javlib
uncensored-gre029,https://www.busfan.club/uncensored/genre/gre029,モデル系,模特,模特,モデル系,模特,,avsox;javbus
ex,https://www.busfan.club/genre/ex,ヨガ,,ヨガ,ヨガ,瑜伽,,javbus
fb,https://www.busfan.club/genre/fb,ラブコメ,,ラブコメ,ラブコメ,爱情喜剧,,javbus
a5pq,https://www.b49t.com/cn/vl_genre.php?g=a5pq,ラブストーリー,爱情故事,愛情故事,Love Story,爱情故事,,javlib
uncensored-gre145,https://www.busfan.club/uncensored/genre/gre145,ラブホ,爱情旅馆,愛情旅館,ラブホ,愛情旅館,,avsox;javbus
a4ka,https://www.b49t.com/cn/vl_genre.php?g=a4ka,ラブロマンス,爱情浪漫,愛情浪漫,Love Romance,爱情浪漫,,javlib
v,https://www.busfan.club/genre/v,ランジェリー,内衣,內衣,Lingerie,内衣,,jav321;javbus;javlib
uncensored-wz,https://www.busfan.club/uncensored/genre/wz,リボン,丝带,絲帶,リボン,絲帶,,avsox;javbus
4i,https://www.busfan.club/genre/4i,ルーズソックス,泡泡袜,泡泡襪,Loose Socks,泡泡袜,,jav321;javbus;javlib
ne,https://www.b49t.com/cn/vl_genre.php?g=ne,レイプ,强奸,強姦,Rape,强奸,,javlib
3a,https://www.busfan.club/genre/3a,レオタード,紧身衣,緊身衣,Leotards,紧身衣,,avsox;jav321;javbus;javlib
uncensored-17y,https://www.busfan.club/uncensored/genre/17y,レギンス,打底裤,打底褲,レギンス,打底褲,,avsox;javbus
1d,https://www.busfan.club/genre/1d,レズ,女同性恋,女同性戀,Lesbian,女同性恋,,avsox;jav321;javbus;javlib
4a,https://www.busfan.club/genre/4a,レズキス,女同接吻,女同接吻,Lesbian Kissing,女同接吻,,jav321;javbus;javlib
21,https://www.busfan.club/genre/21,レースクィーン,赛车女郎,賽車女郎,Race Queen,赛车女郎,,jav321;javbus;javlib
uncensored-gre027,https://www.busfan.club/uncensored/genre/gre027,ロリ,萝莉,蘿莉,ロリ,蘿莉,,avsox;javbus
w,https://www.busfan.club/genre/w,ロリ系,萝莉塔,蘿莉塔,Lolicon,萝莉,,javbus;javlib
3z,https://www.busfan.club/genre/3z,ローション,润滑剂,乳液,Lotion,乳汁,,avsox;jav321;javbus;javlib
uncensored-34,https://www.busfan.club/uncensored/genre/34,ローター,电动阳具,電動陽具,ローター,電動陽具,,avsox;jav321;javbus;javlib
uncensored-sl,https://www.busfan.club/uncensored/genre/sl,ロープ,绳子,繩子,ロープ,繩子,,avsox;javbus
uncensored-16w,https://www.busfan.club/uncensored/genre/16w,ワンピース,连衣裙,連衣裙,ワンピース,連衣裙,,avsox;javbus
uncensored-wd,https://www.busfan.club/uncensored/genre/wd,一泊,住一宿,住一宿,一泊,住一宿,,avsox;javbus
uncensored-43,https://www.busfan.club/uncensored/genre/43,上司,上司,上司,上司,上司,,avsox;javbus
uncensored-5x,https://www.busfan.club/uncensored/genre/5x,下着,内衣,內衣,下着,內衣,,avsox;javbus
3g,https://www.busfan.club/genre/3g,不倫,通奸,通姦,Adultery,通奸,,avsox;jav321;javbus;javlib
uncensored-gre016,https://www.busfan.club/uncensored/genre/gre016,不倫・浮気,不忠,不忠,不倫・浮気,不忠,,avsox;javbus
uncensored-gre084,https://www.busfan.club/uncensored/genre/gre084,中出し,内射,內射,Creampie,內射,,avsox;jav321;javbus;javlib
uncensored-12p,https://www.busfan.club/uncensored/genre/12p,中出しクスコ覗き,内射观察,內射觀察,Peeping Pussy,內射觀察,,avsox;javbus
uncensored-11p,https://www.busfan.club/uncensored/genre/11p,中出し精液抱上げ垂流し,精液流出,精液流出,air sperm discharge,精液流出,,avsox;javbus
uncensored-134,https://www.busfan.club/uncensored/genre/134,中出し精液潮混合噴射,内射潮吹,內射潮吹,Mixed juice jet,內射潮吹,,avsox;javbus
uncensored-gre037,https://www.busfan.club/uncensored/genre/gre037,主婦,主妇,主婦,主婦,主婦,,avsox;javbus
4m,https://www.busfan.club/genre/4m,主観,主观视角,主觀視角,POV,主观视角,,jav321;javbus;javlib
1j,https://www.busfan.club/genre/1j,乱交,滥交,濫交,Orgy,滥交,,avsox;jav321;javbus;javlib
uncensored-gre024,https://www.busfan.club/uncensored/genre/gre024,人妻,已婚妇女,人妻,人妻,人妻,,avsox;jav321;javbus;javlib
uncensored-2d,https://www.busfan.club/uncensored/genre/2d,人気シリーズ,人气系列,人氣系列,人気シリーズ,人氣系列,,avsox;javbus
uncensored-14d,https://www.busfan.club/uncensored/genre/14d,人生初中出し,首次内射,首次內射,first creampie,首次內射,,avsox;javbus
uncensored-gre042,https://www.busfan.club/uncensored/genre/gre042,介護士,看护,看護,介護士,看護,,avsox;javbus
aqea,https://www.b49t.com/cn/vl_genre.php?g=aqea,令嬢,女儿,女兒,Daughter,女儿,,javlib
